snapshot_date,product_id,on_hand_qty,reorder_point,safety_stock
2023-02-20,P0001,609.7,1096.8,548.4
2023-02-21,P0001,599.7,1096.8,548.4
2023-02-22,P0001,489.7,1096.8,548.4
2023-02-23,P0001,430.7,1096.8,548.4
2023-02-24,P0001,306.7,1096.8,548.4
2023-02-25,P0001,306.7,1096.8,548.4
2023-02-26,P0001,306.7,1096.8,548.4
2023-02-27,P0001,235.7,1096.8,548.4
2023-02-28,P0001,235.7,1096.8,548.4
2023-03-01,P0001,169.7,1096.8,548.4
2023-03-02,P0001,55.7,1096.8,548.4
2023-03-03,P0001,55.7,1096.8,548.4
2023-03-04,P0001,55.7,1096.8,548.4
2023-03-05,P0001,1496.7,1096.8,548.4
2023-03-06,P0001,1461.7,1096.8,548.4
2023-03-07,P0001,1345.7,1096.8,548.4
2023-03-08,P0001,1247.7,1096.8,548.4
2023-03-09,P0001,1227.7,1096.8,548.4
2023-03-10,P0001,1130.7,1096.8,548.4
2023-03-11,P0001,1045.7,1096.8,548.4
2023-03-12,P0001,953.7,1096.8,548.4
2023-03-13,P0001,778.7,1096.8,548.4
2023-03-14,P0001,735.7,1096.8,548.4
2023-03-15,P0001,637.7,1096.8,548.4
2023-03-16,P0001,594.7,1096.8,548.4
2023-03-17,P0001,566.7,1096.8,548.4
2023-03-18,P0001,566.7,1096.8,548.4
2023-03-19,P0001,548.7,1096.8,548.4
2023-03-20,P0001,411.7,1096.8,548.4
2023-03-21,P0001,394.7,1096.8,548.4
2023-03-22,P0001,347.7,1096.8,548.4
2023-03-23,P0001,211.7,1096.8,548.4
2023-03-24,P0001,128.7,1096.8,548.4
2023-03-25,P0001,128.7,1096.8,548.4
2023-03-26,P0001,39.7,1096.8,548.4
2023-03-27,P0001,39.7,1096.8,548.4
2023-03-28,P0001,0.0,1096.8,548.4
2023-03-29,P0001,0.0,1096.8,548.4
2023-03-30,P0001,0.0,1096.8,548.4
2023-03-31,P0001,1306.0,1096.8,548.4
2023-04-01,P0001,1259.0,1096.8,548.4
2023-04-02,P0001,1249.0,1096.8,548.4
2023-04-03,P0001,1192.0,1096.8,548.4
2023-04-04,P0001,1160.0,1096.8,548.4
2023-04-05,P0001,1034.0,1096.8,548.4
2023-04-06,P0001,830.0,1096.8,548.4
2023-04-07,P0001,800.0,1096.8,548.4
2023-04-08,P0001,743.0,1096.8,548.4
2023-04-09,P0001,719.0,1096.8,548.4
2023-04-10,P0001,680.0,1096.8,548.4
2023-04-11,P0001,591.0,1096.8,548.4
2023-04-12,P0001,551.0,1096.8,548.4
2023-04-13,P0001,506.0,1096.8,548.4
2023-04-14,P0001,424.0,1096.8,548.4
2023-04-15,P0001,424.0,1096.8,548.4
2023-04-16,P0001,389.0,1096.8,548.4
2023-04-17,P0001,326.0,1096.8,548.4
2023-04-18,P0001,214.0,1096.8,548.4
2023-04-19,P0001,93.0,1096.8,548.4
2023-04-20,P0001,0.0,1096.8,548.4
2023-04-21,P0001,0.0,1096.8,548.4
2023-04-22,P0001,0.0,1096.8,548.4
2023-04-23,P0001,0.0,1096.8,548.4
2023-04-24,P0001,0.0,1096.8,548.4
2023-04-25,P0001,1388.7,1096.8,548.4
2023-04-26,P0001,1279.7,1096.8,548.4
2023-04-27,P0001,1252.7,1096.8,548.4
2023-04-28,P0001,1138.7,1096.8,548.4
2023-04-29,P0001,1138.7,1096.8,548.4
2023-04-30,P0001,1012.7,1096.8,548.4
2023-05-01,P0001,937.7,1096.8,548.4
2023-05-02,P0001,832.7,1096.8,548.4
2023-05-03,P0001,832.7,1096.8,548.4
2023-05-04,P0001,786.7,1096.8,548.4
2023-05-05,P0001,710.7,1096.8,548.4
2023-05-06,P0001,710.7,1096.8,548.4
2023-05-07,P0001,662.7,1096.8,548.4
2023-05-08,P0001,645.7,1096.8,548.4
2023-05-09,P0001,555.7,1096.8,548.4
2023-05-10,P0001,418.7,1096.8,548.4
2023-05-11,P0001,312.7,1096.8,548.4
2023-05-12,P0001,276.7,1096.8,548.4
2023-05-13,P0001,276.7,1096.8,548.4
2023-05-14,P0001,228.7,1096.8,548.4
2023-05-15,P0001,196.7,1096.8,548.4
2023-05-16,P0001,171.7,1096.8,548.4
2023-05-17,P0001,28.7,1096.8,548.4
2023-05-18,P0001,0.0,1096.8,548.4
2023-05-19,P0001,0.0,1096.8,548.4
2023-05-20,P0001,1357.0,1096.8,548.4
2023-05-21,P0001,1343.0,1096.8,548.4
2023-05-22,P0001,1262.0,1096.8,548.4
2023-05-23,P0001,1163.0,1096.8,548.4
2023-05-24,P0001,1019.0,1096.8,548.4
2023-05-25,P0001,968.0,1096.8,548.4
2023-05-26,P0001,930.0,1096.8,548.4
2023-05-27,P0001,828.0,1096.8,548.4
2023-05-28,P0001,828.0,1096.8,548.4
2023-05-29,P0001,823.0,1096.8,548.4
2023-05-30,P0001,625.0,1096.8,548.4
2023-05-31,P0001,597.0,1096.8,548.4
2023-06-01,P0001,585.0,1096.8,548.4
2023-06-02,P0001,524.0,1096.8,548.4
2023-06-03,P0001,504.0,1096.8,548.4
2023-06-04,P0001,504.0,1096.8,548.4
2023-06-05,P0001,459.0,1096.8,548.4
2023-06-06,P0001,459.0,1096.8,548.4
2023-06-07,P0001,414.0,1096.8,548.4
2023-06-08,P0001,374.0,1096.8,548.4
2023-06-09,P0001,304.0,1096.8,548.4
2023-06-10,P0001,304.0,1096.8,548.4
2023-06-11,P0001,304.0,1096.8,548.4
2023-06-12,P0001,269.0,1096.8,548.4
2023-06-13,P0001,1640.7,1096.8,548.4
2023-06-14,P0001,1632.7,1096.8,548.4
2023-06-15,P0001,1610.7,1096.8,548.4
2023-06-16,P0001,1576.7,1096.8,548.4
2023-06-17,P0001,1576.7,1096.8,548.4
2023-06-18,P0001,1528.7,1096.8,548.4
2023-06-19,P0001,1520.7,1096.8,548.4
2023-06-20,P0001,1444.7,1096.8,548.4
2023-06-21,P0001,1304.7,1096.8,548.4
2023-06-22,P0001,1240.7,1096.8,548.4
2023-06-23,P0001,1185.7,1096.8,548.4
2023-06-24,P0001,1142.7,1096.8,548.4
2023-06-25,P0001,1142.7,1096.8,548.4
2023-06-26,P0001,1082.7,1096.8,548.4
2023-06-27,P0001,1002.7,1096.8,548.4
2023-06-28,P0001,1002.7,1096.8,548.4
2023-06-29,P0001,912.7,1096.8,548.4
2023-06-30,P0001,821.7,1096.8,548.4
2023-07-01,P0001,789.7,1096.8,548.4
2023-07-02,P0001,766.7,1096.8,548.4
2023-07-03,P0001,747.7,1096.8,548.4
2023-07-04,P0001,735.7,1096.8,548.4
2023-07-05,P0001,666.7,1096.8,548.4
2023-07-06,P0001,610.7,1096.8,548.4
2023-07-07,P0001,552.7,1096.8,548.4
2023-07-08,P0001,552.7,1096.8,548.4
2023-07-09,P0001,494.7,1096.8,548.4
2023-07-10,P0001,424.7,1096.8,548.4
2023-07-11,P0001,416.7,1096.8,548.4
2023-07-12,P0001,273.7,1096.8,548.4
2023-07-13,P0001,186.7,1096.8,548.4
2023-07-14,P0001,33.7,1096.8,548.4
2023-07-15,P0001,33.7,1096.8,548.4
2023-07-16,P0001,1418.7,1096.8,548.4
2023-07-17,P0001,1418.7,1096.8,548.4
2023-07-18,P0001,1273.7,1096.8,548.4
2023-07-19,P0001,1152.7,1096.8,548.4
2023-07-20,P0001,1106.7,1096.8,548.4
2023-07-21,P0001,983.7,1096.8,548.4
2023-07-22,P0001,897.7,1096.8,548.4
2023-07-23,P0001,884.7,1096.8,548.4
2023-07-24,P0001,870.7,1096.8,548.4
2023-07-25,P0001,863.7,1096.8,548.4
2023-07-26,P0001,780.7,1096.8,548.4
2023-07-27,P0001,719.7,1096.8,548.4
2023-07-28,P0001,625.7,1096.8,548.4
2023-07-29,P0001,599.7,1096.8,548.4
2023-07-30,P0001,599.7,1096.8,548.4
2023-07-31,P0001,589.7,1096.8,548.4
2023-08-01,P0001,573.7,1096.8,548.4
2023-08-02,P0001,549.7,1096.8,548.4
2023-08-03,P0001,428.7,1096.8,548.4
2023-08-04,P0001,417.7,1096.8,548.4
2023-08-05,P0001,394.7,1096.8,548.4
2023-08-06,P0001,370.7,1096.8,548.4
2023-08-07,P0001,316.7,1096.8,548.4
2023-08-08,P0001,165.7,1096.8,548.4
2023-08-09,P0001,133.7,1096.8,548.4
2023-08-10,P0001,1580.7,1096.8,548.4
2023-08-11,P0001,1560.7,1096.8,548.4
2023-08-12,P0001,1560.7,1096.8,548.4
2023-08-13,P0001,1489.7,1096.8,548.4
2023-08-14,P0001,1435.7,1096.8,548.4
2023-08-15,P0001,1350.7,1096.8,548.4
2023-08-16,P0001,1258.7,1096.8,548.4
2023-08-17,P0001,1172.7,1096.8,548.4
2023-08-18,P0001,1135.7,1096.8,548.4
2023-08-19,P0001,1123.7,1096.8,548.4
2023-08-20,P0001,1123.7,1096.8,548.4
2023-08-21,P0001,1088.7,1096.8,548.4
2023-08-22,P0001,983.7,1096.8,548.4
2023-08-23,P0001,917.7,1096.8,548.4
2023-08-24,P0001,842.7,1096.8,548.4
2023-08-25,P0001,798.7,1096.8,548.4
2023-08-26,P0001,769.7,1096.8,548.4
2023-08-27,P0001,680.7,1096.8,548.4
2023-08-28,P0001,634.7,1096.8,548.4
2023-08-29,P0001,612.7,1096.8,548.4
2023-08-30,P0001,571.7,1096.8,548.4
2023-08-31,P0001,493.7,1096.8,548.4
2023-09-01,P0001,370.7,1096.8,548.4
2023-09-02,P0001,370.7,1096.8,548.4
2023-09-03,P0001,370.7,1096.8,548.4
2023-09-04,P0001,300.7,1096.8,548.4
2023-09-05,P0001,231.7,1096.8,548.4
2023-09-06,P0001,139.7,1096.8,548.4
2023-09-07,P0001,0.0,1096.8,548.4
2023-09-08,P0001,0.0,1096.8,548.4
2023-09-09,P0001,0.0,1096.8,548.4
2023-09-10,P0001,1379.0,1096.8,548.4
2023-09-11,P0001,1340.0,1096.8,548.4
2023-09-12,P0001,1296.0,1096.8,548.4
2023-09-13,P0001,1296.0,1096.8,548.4
2023-09-14,P0001,1216.0,1096.8,548.4
2023-09-15,P0001,1167.0,1096.8,548.4
2023-09-16,P0001,1167.0,1096.8,548.4
2023-09-17,P0001,1167.0,1096.8,548.4
2023-09-18,P0001,1103.0,1096.8,548.4
2023-09-19,P0001,1082.0,1096.8,548.4
2023-09-20,P0001,991.0,1096.8,548.4
2023-09-21,P0001,976.0,1096.8,548.4
2023-09-22,P0001,889.0,1096.8,548.4
2023-09-23,P0001,858.0,1096.8,548.4
2023-09-24,P0001,814.0,1096.8,548.4
2023-09-25,P0001,779.0,1096.8,548.4
2023-09-26,P0001,626.0,1096.8,548.4
2023-09-27,P0001,525.0,1096.8,548.4
2023-09-28,P0001,400.0,1096.8,548.4
2023-09-29,P0001,368.0,1096.8,548.4
2023-09-30,P0001,330.0,1096.8,548.4
2023-10-01,P0001,330.0,1096.8,548.4
2023-10-02,P0001,186.0,1096.8,548.4
2023-10-03,P0001,61.0,1096.8,548.4
2023-10-04,P0001,0.0,1096.8,548.4
2023-10-05,P0001,0.0,1096.8,548.4
2023-10-06,P0001,0.0,1096.8,548.4
2023-10-07,P0001,0.0,1096.8,548.4
2023-10-08,P0001,0.0,1096.8,548.4
2023-10-09,P0001,1345.7,1096.8,548.4
2023-10-10,P0001,1265.7,1096.8,548.4
2023-10-11,P0001,1173.7,1096.8,548.4
2023-10-12,P0001,1138.7,1096.8,548.4
2023-10-13,P0001,1118.7,1096.8,548.4
2023-10-14,P0001,1118.7,1096.8,548.4
2023-10-15,P0001,1075.7,1096.8,548.4
2023-10-16,P0001,1026.7,1096.8,548.4
2023-10-17,P0001,920.7,1096.8,548.4
2023-10-18,P0001,890.7,1096.8,548.4
2023-10-19,P0001,890.7,1096.8,548.4
2023-10-20,P0001,850.7,1096.8,548.4
2023-10-21,P0001,793.7,1096.8,548.4
2023-10-22,P0001,775.7,1096.8,548.4
2023-10-23,P0001,775.7,1096.8,548.4
2023-10-24,P0001,775.7,1096.8,548.4
2023-10-25,P0001,763.7,1096.8,548.4
2023-10-26,P0001,637.7,1096.8,548.4
2023-10-27,P0001,609.7,1096.8,548.4
2023-10-28,P0001,563.7,1096.8,548.4
2023-10-29,P0001,563.7,1096.8,548.4
2023-10-30,P0001,507.7,1096.8,548.4
2023-10-31,P0001,353.7,1096.8,548.4
2023-11-01,P0001,311.7,1096.8,548.4
2023-11-02,P0001,288.7,1096.8,548.4
2023-11-03,P0001,249.7,1096.8,548.4
2023-11-04,P0001,1641.7,1096.8,548.4
2023-11-05,P0001,1607.7,1096.8,548.4
2023-11-06,P0001,1535.7,1096.8,548.4
2023-11-07,P0001,1535.7,1096.8,548.4
2023-11-08,P0001,1419.7,1096.8,548.4
2023-11-09,P0001,1317.7,1096.8,548.4
2023-11-10,P0001,1245.7,1096.8,548.4
2023-11-11,P0001,1232.7,1096.8,548.4
2023-11-12,P0001,1214.7,1096.8,548.4
2023-11-13,P0001,1140.7,1096.8,548.4
2023-11-14,P0001,1036.7,1096.8,548.4
2023-11-15,P0001,942.7,1096.8,548.4
2023-11-16,P0001,878.7,1096.8,548.4
2023-11-17,P0001,676.7,1096.8,548.4
2023-11-18,P0001,676.7,1096.8,548.4
2023-11-19,P0001,639.7,1096.8,548.4
2023-11-20,P0001,602.7,1096.8,548.4
2023-11-21,P0001,563.7,1096.8,548.4
2023-11-22,P0001,497.7,1096.8,548.4
2023-11-23,P0001,471.7,1096.8,548.4
2023-11-24,P0001,374.7,1096.8,548.4
2023-11-25,P0001,374.7,1096.8,548.4
2023-11-26,P0001,327.7,1096.8,548.4
2023-11-27,P0001,270.7,1096.8,548.4
2023-11-28,P0001,243.7,1096.8,548.4
2023-11-29,P0001,128.7,1096.8,548.4
2023-11-30,P0001,85.7,1096.8,548.4
2023-12-01,P0001,85.7,1096.8,548.4
2023-12-02,P0001,56.7,1096.8,548.4
2023-12-03,P0001,56.7,1096.8,548.4
2023-12-04,P0001,1448.7,1096.8,548.4
2023-12-05,P0001,1364.7,1096.8,548.4
2023-12-06,P0001,1324.7,1096.8,548.4
2023-12-07,P0001,1229.7,1096.8,548.4
2023-12-08,P0001,1133.7,1096.8,548.4
2023-12-09,P0001,1133.7,1096.8,548.4
2023-12-10,P0001,1133.7,1096.8,548.4
2023-12-11,P0001,1063.7,1096.8,548.4
2023-12-12,P0001,1063.7,1096.8,548.4
2023-12-13,P0001,1018.7,1096.8,548.4
2023-12-14,P0001,917.7,1096.8,548.4
2023-12-15,P0001,834.7,1096.8,548.4
2023-12-16,P0001,812.7,1096.8,548.4
2023-12-17,P0001,812.7,1096.8,548.4
2023-12-18,P0001,754.7,1096.8,548.4
2023-12-19,P0001,710.7,1096.8,548.4
2023-12-20,P0001,663.7,1096.8,548.4
2023-12-21,P0001,618.7,1096.8,548.4
2023-12-22,P0001,547.7,1096.8,548.4
2023-12-23,P0001,547.7,1096.8,548.4
2023-12-24,P0001,547.7,1096.8,548.4
2023-12-25,P0001,500.7,1096.8,548.4
2023-12-26,P0001,458.7,1096.8,548.4
2023-12-27,P0001,411.7,1096.8,548.4
2023-12-28,P0001,368.7,1096.8,548.4
2023-12-29,P0001,321.7,1096.8,548.4
2023-12-30,P0001,248.7,1096.8,548.4
2023-12-31,P0001,1652.7,1096.8,548.4
2024-01-01,P0001,1542.7,1096.8,548.4
2024-01-02,P0001,1520.7,1096.8,548.4
2024-01-03,P0001,1448.7,1096.8,548.4
2024-01-04,P0001,1408.7,1096.8,548.4
2024-01-05,P0001,1363.7,1096.8,548.4
2024-01-06,P0001,1330.7,1096.8,548.4
2024-01-07,P0001,1300.7,1096.8,548.4
2024-01-08,P0001,1236.7,1096.8,548.4
2024-01-09,P0001,1206.7,1096.8,548.4
2024-01-10,P0001,1206.7,1096.8,548.4
2024-01-11,P0001,1126.7,1096.8,548.4
2024-01-12,P0001,1105.7,1096.8,548.4
2024-01-13,P0001,1077.7,1096.8,548.4
2024-01-14,P0001,1022.7,1096.8,548.4
2024-01-15,P0001,929.7,1096.8,548.4
2024-01-16,P0001,899.7,1096.8,548.4
2024-01-17,P0001,850.7,1096.8,548.4
2024-01-18,P0001,813.7,1096.8,548.4
2024-01-19,P0001,813.7,1096.8,548.4
2024-01-20,P0001,788.7,1096.8,548.4
2024-01-21,P0001,788.7,1096.8,548.4
2024-01-22,P0001,763.7,1096.8,548.4
2024-01-23,P0001,716.7,1096.8,548.4
2024-01-24,P0001,672.7,1096.8,548.4
2024-01-25,P0001,589.7,1096.8,548.4
2024-01-26,P0001,589.7,1096.8,548.4
2024-01-27,P0001,589.7,1096.8,548.4
2024-01-28,P0001,589.7,1096.8,548.4
2024-01-29,P0001,589.7,1096.8,548.4
2024-01-30,P0001,498.7,1096.8,548.4
2024-01-31,P0001,479.7,1096.8,548.4
2024-02-01,P0001,467.7,1096.8,548.4
2024-02-02,P0001,1785.7,1096.8,548.4
2024-02-03,P0001,1689.7,1096.8,548.4
2024-02-04,P0001,1658.7,1096.8,548.4
2024-02-05,P0001,1547.7,1096.8,548.4
2024-02-06,P0001,1547.7,1096.8,548.4
2024-02-07,P0001,1489.7,1096.8,548.4
2024-02-08,P0001,1396.7,1096.8,548.4
2024-02-09,P0001,1183.7,1096.8,548.4
2024-02-10,P0001,1183.7,1096.8,548.4
2024-02-11,P0001,1133.7,1096.8,548.4
2024-02-12,P0001,1083.7,1096.8,548.4
2024-02-13,P0001,1033.7,1096.8,548.4
2024-02-14,P0001,888.7,1096.8,548.4
2024-02-15,P0001,824.7,1096.8,548.4
2024-02-16,P0001,728.7,1096.8,548.4
2024-02-17,P0001,707.7,1096.8,548.4
2024-02-18,P0001,603.7,1096.8,548.4
2024-02-19,P0001,545.7,1096.8,548.4
2024-02-20,P0001,479.7,1096.8,548.4
2024-02-21,P0001,323.7,1096.8,548.4
2024-02-22,P0001,309.7,1096.8,548.4
2024-02-23,P0001,95.7,1096.8,548.4
2024-02-24,P0001,95.7,1096.8,548.4
2024-02-25,P0001,95.7,1096.8,548.4
2024-02-26,P0001,40.7,1096.8,548.4
2024-02-27,P0001,12.7,1096.8,548.4
2024-02-28,P0001,0.0,1096.8,548.4
2024-02-29,P0001,0.0,1096.8,548.4
2024-03-01,P0001,0.0,1096.8,548.4
2024-03-02,P0001,0.0,1096.8,548.4
2024-03-03,P0001,1296.0,1096.8,548.4
2024-03-04,P0001,1284.0,1096.8,548.4
2024-03-05,P0001,1230.0,1096.8,548.4
2024-03-06,P0001,1113.0,1096.8,548.4
2024-03-07,P0001,1091.0,1096.8,548.4
2024-03-08,P0001,1019.0,1096.8,548.4
2024-03-09,P0001,994.0,1096.8,548.4
2024-03-10,P0001,981.0,1096.8,548.4
2024-03-11,P0001,773.0,1096.8,548.4
2024-03-12,P0001,652.0,1096.8,548.4
2024-03-13,P0001,652.0,1096.8,548.4
2024-03-14,P0001,565.0,1096.8,548.4
2024-03-15,P0001,565.0,1096.8,548.4
2024-03-16,P0001,565.0,1096.8,548.4
2024-03-17,P0001,535.0,1096.8,548.4
2024-03-18,P0001,492.0,1096.8,548.4
2024-03-19,P0001,377.0,1096.8,548.4
2024-03-20,P0001,377.0,1096.8,548.4
2024-03-21,P0001,377.0,1096.8,548.4
2024-03-22,P0001,323.0,1096.8,548.4
2024-03-23,P0001,294.0,1096.8,548.4
2024-03-24,P0001,217.0,1096.8,548.4
2024-03-25,P0001,90.0,1096.8,548.4
2024-03-26,P0001,60.0,1096.8,548.4
2024-03-27,P0001,1383.7,1096.8,548.4
2024-03-28,P0001,1318.7,1096.8,548.4
2024-03-29,P0001,1270.7,1096.8,548.4
2024-03-30,P0001,1270.7,1096.8,548.4
2024-03-31,P0001,1217.7,1096.8,548.4
2024-04-01,P0001,1217.7,1096.8,548.4
2024-04-02,P0001,1099.7,1096.8,548.4
2024-04-03,P0001,1054.7,1096.8,548.4
2024-04-04,P0001,1002.7,1096.8,548.4
2024-04-05,P0001,983.7,1096.8,548.4
2024-04-06,P0001,953.7,1096.8,548.4
2024-04-07,P0001,899.7,1096.8,548.4
2024-04-08,P0001,840.7,1096.8,548.4
2024-04-09,P0001,831.7,1096.8,548.4
2024-04-10,P0001,781.7,1096.8,548.4
2024-04-11,P0001,685.7,1096.8,548.4
2024-04-12,P0001,631.7,1096.8,548.4
2024-04-13,P0001,591.7,1096.8,548.4
2024-04-14,P0001,520.7,1096.8,548.4
2024-04-15,P0001,360.7,1096.8,548.4
2024-04-16,P0001,260.7,1096.8,548.4
2024-04-17,P0001,223.7,1096.8,548.4
2024-04-18,P0001,143.7,1096.8,548.4
2024-04-19,P0001,143.7,1096.8,548.4
2024-04-20,P0001,114.7,1096.8,548.4
2024-04-21,P0001,114.7,1096.8,548.4
2024-04-22,P0001,89.7,1096.8,548.4
2024-04-23,P0001,1502.7,1096.8,548.4
2024-04-24,P0001,1301.7,1096.8,548.4
2024-04-25,P0001,1222.7,1096.8,548.4
2024-04-26,P0001,1170.7,1096.8,548.4
2024-04-27,P0001,1170.7,1096.8,548.4
2024-04-28,P0001,1170.7,1096.8,548.4
2024-04-29,P0001,919.7,1096.8,548.4
2024-04-30,P0001,832.7,1096.8,548.4
2024-05-01,P0001,739.7,1096.8,548.4
2024-05-02,P0001,602.7,1096.8,548.4
2024-05-03,P0001,524.7,1096.8,548.4
2024-05-04,P0001,504.7,1096.8,548.4
2024-05-05,P0001,457.7,1096.8,548.4
2024-05-06,P0001,457.7,1096.8,548.4
2024-05-07,P0001,452.7,1096.8,548.4
2024-05-08,P0001,404.7,1096.8,548.4
2024-05-09,P0001,378.7,1096.8,548.4
2024-05-10,P0001,305.7,1096.8,548.4
2024-05-11,P0001,305.7,1096.8,548.4
2024-05-12,P0001,281.7,1096.8,548.4
2024-05-13,P0001,256.7,1096.8,548.4
2024-05-14,P0001,195.7,1096.8,548.4
2024-05-15,P0001,123.7,1096.8,548.4
2024-05-16,P0001,69.7,1096.8,548.4
2024-05-17,P0001,69.7,1096.8,548.4
2024-05-18,P0001,26.7,1096.8,548.4
2024-05-19,P0001,1494.7,1096.8,548.4
2024-05-20,P0001,1494.7,1096.8,548.4
2024-05-21,P0001,1382.7,1096.8,548.4
2024-05-22,P0001,1311.7,1096.8,548.4
2024-05-23,P0001,1277.7,1096.8,548.4
2024-05-24,P0001,1094.7,1096.8,548.4
2024-05-25,P0001,1068.7,1096.8,548.4
2024-05-26,P0001,1005.7,1096.8,548.4
2024-05-27,P0001,950.7,1096.8,548.4
2024-05-28,P0001,886.7,1096.8,548.4
2024-05-29,P0001,824.7,1096.8,548.4
2024-05-30,P0001,790.7,1096.8,548.4
2024-05-31,P0001,790.7,1096.8,548.4
2024-06-01,P0001,722.7,1096.8,548.4
2024-06-02,P0001,722.7,1096.8,548.4
2024-06-03,P0001,658.7,1096.8,548.4
2024-06-04,P0001,595.7,1096.8,548.4
2024-06-05,P0001,497.7,1096.8,548.4
2024-06-06,P0001,467.7,1096.8,548.4
2024-06-07,P0001,410.7,1096.8,548.4
2024-06-08,P0001,391.7,1096.8,548.4
2024-06-09,P0001,391.7,1096.8,548.4
2024-06-10,P0001,370.7,1096.8,548.4
2024-06-11,P0001,274.7,1096.8,548.4
2024-06-12,P0001,274.7,1096.8,548.4
2024-06-13,P0001,1628.7,1096.8,548.4
2024-06-14,P0001,1602.7,1096.8,548.4
2024-06-15,P0001,1586.7,1096.8,548.4
2024-06-16,P0001,1494.7,1096.8,548.4
2024-06-17,P0001,1406.7,1096.8,548.4
2024-06-18,P0001,1334.7,1096.8,548.4
2024-06-19,P0001,1243.7,1096.8,548.4
2024-06-20,P0001,1114.7,1096.8,548.4
2024-06-21,P0001,957.7,1096.8,548.4
2024-06-22,P0001,950.7,1096.8,548.4
2024-06-23,P0001,897.7,1096.8,548.4
2024-06-24,P0001,897.7,1096.8,548.4
2024-06-25,P0001,735.7,1096.8,548.4
2024-06-26,P0001,618.7,1096.8,548.4
2024-06-27,P0001,618.7,1096.8,548.4
2024-06-28,P0001,587.7,1096.8,548.4
2024-06-29,P0001,587.7,1096.8,548.4
2024-06-30,P0001,537.7,1096.8,548.4
2024-07-01,P0001,511.7,1096.8,548.4
2024-07-02,P0001,498.7,1096.8,548.4
2024-07-03,P0001,413.7,1096.8,548.4
2024-07-04,P0001,327.7,1096.8,548.4
2024-07-05,P0001,232.7,1096.8,548.4
2024-07-06,P0001,145.7,1096.8,548.4
2024-07-07,P0001,139.7,1096.8,548.4
2024-07-08,P0001,51.7,1096.8,548.4
2024-07-09,P0001,0.0,1096.8,548.4
2024-07-10,P0001,0.0,1096.8,548.4
2024-07-11,P0001,1439.0,1096.8,548.4
2024-07-12,P0001,1342.0,1096.8,548.4
2024-07-13,P0001,1312.0,1096.8,548.4
2024-07-14,P0001,1238.0,1096.8,548.4
2024-07-15,P0001,1200.0,1096.8,548.4
2024-07-16,P0001,1150.0,1096.8,548.4
2024-07-17,P0001,1140.0,1096.8,548.4
2024-07-18,P0001,1115.0,1096.8,548.4
2024-07-19,P0001,1016.0,1096.8,548.4
2024-07-20,P0001,995.0,1096.8,548.4
2024-07-21,P0001,963.0,1096.8,548.4
2024-07-22,P0001,769.0,1096.8,548.4
2024-07-23,P0001,769.0,1096.8,548.4
2024-07-24,P0001,761.0,1096.8,548.4
2024-07-25,P0001,591.0,1096.8,548.4
